polInf,collegeDegree,female,age,homeOwn,govt,length,id
Fairly Low,No,Yes,20,Yes,Yes,85.55000305175781,50
Very High,Yes,Yes,44,Yes,No,63.869998931884766,61
Average,No,Yes,72,Yes,No,56.68000030517578,61
Very High,Yes,No,48,Yes,No,77.5,44
Fairly High,Yes,Yes,41,Yes,No,54.029998779296875,44
Fairly High,Yes,No,41,No,No,64.37999725341797,72
Average,No,Yes,31,Yes,No,60.970001220703125,55
Average,Yes,No,49,Yes,No,88.06999969482422,55
Very High,Yes,No,29,No,No,73.19999694824219,55
Fairly High,No,No,35,Yes,No,77.37999725341797,53
Average,No,Yes,21,Yes,Yes,60.119998931884766,53
Average,No,No,74,Yes,Yes,74.56999969482422,53
Fairly High,Yes,Yes,44,Yes,Yes,92.05000305175781,89
Fairly High,No,No,50,Yes,Yes,89.16999816894531,89
Average,No,No,89,No,No,67.16999816894531,66
Average,No,No,46,Yes,No,65.529998779296875,66
Fairly High,Yes,Yes,24,No,No,46.72999954223633,66
Fairly Low,No,No,85,Yes,No,63.33000183105469,1
Average,No,No,77,Yes,No,84.94999694824219,1
Fairly Low,No,Yes,25,No,No,53.81999969482422,86
Average,No,No,41,Yes,No,48.97999954223633,86
Average,No,Yes,25,No,No,41.66999816894531,86
Average,No,Yes,71,No,No,83.83000183105469,47
Average,No,Yes,29,No,No,60.47999954223633,47
Very Low,No,No,54,Yes,No,74.7300033569336,47
Average,No,Yes,53,Yes,Yes,59.099998474121094,50
Very High,No,Yes,54,Yes,No,82.08000183105469,50
Very High,Yes,No,65,Yes,No,61.75,50
Fairly High,Yes,Yes,39,Yes,No,58,45
Fairly Low,No,Yes,39,Yes,No,50.599998474121094,46
Very Low,No,No,21,No,No,58.54999923706055,46
Very Low,No,Yes,47,No,No,55.880001068115234,46
Average,No,No,35,Yes,No,44.52000045776367,5
Average,No,Yes,33,No,No,73.12000274658203,6
Average,Yes,Yes,34,Yes,Yes,83.80000305175781,6
Average,No,No,36,Yes,No,117.33000183105469,46
Fairly Low,No,Yes,NA,Yes,No,58.02000045776367,46
Fairly Low,No,Yes,49,Yes,No,97.1500015258789,68
Fairly High,No,Yes,39,Yes,No,92.06999969482422,56
Average,No,Yes,40,Yes,No,52.68000030517578,56
Fairly Low,No,No,28,No,No,58.970001220703125,98
Very High,Yes,No,76,Yes,No,82.5999984741211,98
Fairly Low,Yes,Yes,36,Yes,No,75.62999725341797,100
Fairly High,No,No,50,No,No,57.849998474121094,100
Average,No,Yes,65,Yes,No,60.619998931884766,100
Fairly High,No,Yes,54,Yes,No,72.83000183105469,100
Fairly High,No,Yes,47,Yes,No,69.0199966430664,98
Fairly Low,No,Yes,42,Yes,No,43.91999816894531,11
Average,No,Yes,44,Yes,No,84.1500015258789,75
Very High,Yes,No,30,No,No,63.150001525878906,48
Average,No,Yes,74,Yes,No,67.0999984741211,48
Fairly Low,No,Yes,48,Yes,No,82.529998779296875,60
Fairly High,No,Yes,30,No,No,65.12000274658203,6
Average,No,Yes,47,Yes,No,69.80000305175781,6
Very High,Yes,No,43,Yes,No,155.77999877929688,6
Average,Yes,No,38,Yes,Yes,96.31999969482422,101
Fairly High,Yes,Yes,52,Yes,No,123.93000030517578,101
Average,No,No,65,No,No,82.9800033569336,101
Fairly High,No,Yes,81,Yes,No,132.47000122070312,101
Fairly High,No,Yes,68,Yes,No,94.9000015258789,44
Average,No,Yes,69,Yes,No,45.93000030517578,44
Very High,No,No,51,Yes,Yes,98.06999969482422,90
Fairly Low,No,No,21,Yes,No,58.619998931884766,90
Very Low,No,No,36,Yes,No,54.70000076293945,43
Average,Yes,Yes,37,No,No,63.720001220703125,43
Very High,Yes,Yes,74,Yes,No,101.06999969482422,74
Fairly Low,No,Yes,69,Yes,No,80.05000305175781,39
Average,No,No,38,No,No,66.5199966430664,39
Fairly High,No,Yes,66,Yes,No,51.130001068115234,26
Average,Yes,Yes,30,Yes,No,53.91999816894531,26
Fairly High,Yes,Yes,62,Yes,No,75.30000305175781,26
Very High,Yes,Yes,41,Yes,No,71.529998779296875,6
Fairly Low,Yes,Yes,44,Yes,Yes,65.25,18
Very High,Yes,No,46,Yes,No,43.77000045776367,18
Average,Yes,Yes,47,No,No,81.779998779296875,18
Average,No,No,67,Yes,No,67.5999984741211,12
Average,No,Yes,24,No,No,50.130001068115234,12
Very High,Yes,Yes,46,Yes,No,82.5199966430664,17
Fairly High,Yes,Yes,60,Yes,No,60.599998474121094,17
Very Low,Yes,Yes,42,Yes,No,42.08000183105469,17
Fairly High,No,Yes,54,Yes,No,70.220001220703125,17
Fairly High,Yes,Yes,42,Yes,Yes,58.04999923706055,18
Very High,Yes,No,66,Yes,No,66.87999725341797,18
Fairly High,Yes,No,49,Yes,Yes,60.54999923706055,12
Very Low,No,Yes,55,No,No,48.22999954223633,17
Fairly Low,No,No,22,No,No,56.81999969482422,17
Very High,No,Yes,51,Yes,No,57.93000030517578,17
Fairly High,Yes,No,37,Yes,No,67.06999969482422,77
Average,Yes,No,42,Yes,No,54.220001220703125,3
Average,No,Yes,38,Yes,No,78.91999816894531,3
Fairly High,No,Yes,38,No,No,76.31999969482422,3
Fairly Low,No,No,36,No,No,72.30000305175781,87
Very High,Yes,Yes,44,Yes,No,110.43000030517578,53
Very High,No,Yes,56,Yes,Yes,30.270000457763672,53
Fairly Low,No,Yes,80,Yes,No,125.12000274658203,70
Average,Yes,Yes,30,Yes,No,68.41999816894531,70
Very High,Yes,Yes,44,Yes,Yes,71.62000274658203,72
Fairly Low,No,Yes,19,No,No,45.630001068115234,72
Fairly High,Yes,Yes,54,No,No,71.81999969482422,72
Fairly Low,No,Yes,19,Yes,No,49.45000076293945,72
Very High,Yes,No,60,Yes,No,69.37999725341797,72
Fairly High,Yes,Yes,38,Yes,No,53.81999969482422,72
Fairly High,No,No,63,Yes,No,88.029998779296875,68
Fairly High,Yes,Yes,35,No,Yes,58.25,53
Fairly Low,No,No,50,No,No,94.8499984741211,48
Average,Yes,Yes,30,Yes,No,58.06999969482422,48
Average,No,Yes,87,Yes,No,92.44999694824219,61
Average,No,No,62,Yes,No,75.83000183105469,61
Average,Yes,No,65,Yes,No,128.89999389648438,67
Fairly High,Yes,Yes,69,Yes,No,121.5999984741211,67
Average,No,Yes,61,No,No,100.1500015258789,39
Fairly High,No,No,57,No,No,79.56999969482422,39
Very Low,Yes,Yes,56,Yes,No,55.72999954223633,46
Average,Yes,No,42,Yes,No,76.529998779296875,46
Average,Yes,No,41,Yes,Yes,72.43000030517578,46
Average,Yes,Yes,37,Yes,No,58.380001068115234,52
Fairly Low,Yes,Yes,30,Yes,Yes,48.83000183105469,52
Fairly Low,Yes,No,31,No,No,59.75,52
Very High,Yes,Yes,54,Yes,Yes,78.1500015258789,45
Fairly High,No,Yes,51,Yes,No,70.05000305175781,45
Fairly High,Yes,Yes,59,Yes,No,79.9000015258789,45
Fairly High,Yes,No,34,Yes,No,57.18000030517578,66
Average,No,No,39,Yes,No,53.72999954223633,66
Average,No,Yes,57,Yes,No,70.9800033569336,66
Fairly High,Yes,No,26,No,No,48.81999969482422,66
Average,No,Yes,32,No,No,62.150001525878906,66
Fairly High,Yes,Yes,51,Yes,No,101.87999725341797,89
Fairly High,No,No,74,Yes,No,116.05000305175781,102
Very High,No,No,69,Yes,No,114.68000030517578,89
Average,No,No,48,No,Yes,107.41999816894531,46
Fairly High,Yes,Yes,59,Yes,No,110.66999816894531,46
Very High,Yes,No,24,Yes,No,80.91999816894531,89
Average,Yes,Yes,34,No,No,134.3000030517578,89
Average,Yes,No,41,Yes,No,91.66999816894531,89
Fairly High,No,No,42,Yes,No,75.4800033569336,89
Fairly Low,No,Yes,60,No,No,71.779998779296875,76
Fairly High,No,No,32,Yes,No,81.75,76
Very High,Yes,No,33,Yes,No,91.93000030517578,76
Fairly High,Yes,No,36,Yes,No,50.79999923706055,62
Average,No,Yes,39,Yes,Yes,69.41999816894531,62
Average,No,No,42,Yes,No,47.779998779296875,62
Very High,Yes,No,75,Yes,No,66.08000183105469,62
Very High,Yes,No,50,Yes,No,57.380001068115234,51
Fairly High,Yes,No,40,Yes,No,115.44999694824219,51
Average,Yes,Yes,34,No,No,75.69999694824219,80
Average,Yes,No,26,No,No,56.16999816894531,80
Very High,No,Yes,56,Yes,No,88.87999725341797,80
Average,Yes,Yes,25,Yes,Yes,52.029998779296875,52
Fairly High,Yes,No,38,No,Yes,87.3499984741211,52
Average,Yes,No,62,Yes,No,74.41999816894531,46
Fairly High,Yes,No,47,Yes,No,69.68000030517578,46
Average,No,No,33,No,Yes,40.529998779296875,50
Fairly High,Yes,No,59,Yes,No,87.94999694824219,50
Fairly High,No,Yes,46,Yes,No,47.5,50
Fairly High,No,No,26,No,No,52.150001525878906,50
Fairly Low,No,No,39,No,No,51.22999954223633,50
Fairly Low,No,Yes,21,No,Yes,50.43000030517578,72
Very Low,Yes,Yes,34,No,Yes,59.43000030517578,72
Fairly High,No,No,37,No,No,65.37999725341797,72
Average,No,No,68,Yes,No,67.83000183105469,47
Fairly Low,No,Yes,32,No,No,69.470001220703125,47
Very High,Yes,No,44,Yes,No,60.599998474121094,47
Fairly Low,No,Yes,19,Yes,No,54.279998779296875,47
Average,No,No,72,Yes,No,55.75,73
Fairly High,Yes,Yes,45,Yes,No,60.5,73
Very High,Yes,No,47,Yes,No,77.37999725341797,73
Very Low,No,Yes,21,No,No,55.20000076293945,72
Fairly Low,Yes,No,73,Yes,No,66.25,59
Fairly High,No,Yes,67,No,No,92.06999969482422,59
Very High,Yes,Yes,61,Yes,No,82.0999984741211,47
Fairly High,Yes,Yes,61,Yes,Yes,120.58000183105469,69
Very High,Yes,Yes,48,Yes,No,108.75,69
Fairly High,No,Yes,78,Yes,No,76.87999725341797,1
Fairly Low,No,No,37,Yes,No,77.93000030517578,1
Fairly Low,No,Yes,29,No,Yes,116.8499984741211,77
Fairly Low,No,Yes,82,Yes,No,81.68000030517578,77
Very High,Yes,Yes,77,Yes,No,84.5999984741211,78
Very High,No,No,79,Yes,No,111.06999969482422,78
Fairly Low,No,No,44,Yes,Yes,109.2300033569336,58
Very High,Yes,Yes,37,Yes,No,135.6300048828125,58
Fairly Low,No,No,51,Yes,No,69.18000030517578,58
Very Low,No,Yes,53,Yes,No,116.81999969482422,58
Average,No,Yes,64,Yes,No,74.83000183105469,66
Average,No,Yes,28,No,No,92.12000274658203,67
Very High,Yes,No,23,No,Yes,125.18000030517578,71
Very High,Yes,Yes,31,No,No,104.5999984741211,71
Fairly Low,Yes,Yes,31,No,No,58.43000030517578,71
Fairly High,Yes,No,66,Yes,No,56.029998779296875,96
Very High,Yes,No,59,Yes,No,74.06999969482422,96
Average,No,No,46,No,No,64.7300033569336,94
Very High,Yes,No,37,Yes,Yes,70.2699966430664,78
Average,Yes,Yes,24,No,No,67.87000274658203,78
Very High,No,No,44,Yes,No,61.529998779296875,78
Fairly High,Yes,No,57,Yes,No,87.0999984741211,78
Average,No,No,82,Yes,No,99.87000274658203,78
Average,No,Yes,58,Yes,No,52.349998474121094,78
Average,Yes,Yes,54,Yes,Yes,63.81999969482422,78
Fairly Low,Yes,No,57,No,No,99.43000030517578,78
Fairly High,Yes,Yes,51,Yes,Yes,51.81999969482422,62
Very High,No,Yes,45,Yes,No,51.880001068115234,38
Very High,Yes,No,30,Yes,No,41.08000183105469,38
Fairly Low,No,Yes,28,Yes,Yes,60.08000183105469,38
Fairly Low,No,Yes,24,No,No,69.3499984741211,60
Fairly Low,No,Yes,61,Yes,No,51.849998474121094,60
Fairly High,Yes,No,51,Yes,No,63.900001525878906,60
Average,Yes,No,70,Yes,No,85.87000274658203,71
Average,No,Yes,77,Yes,No,109.81999969482422,99
Very High,No,No,42,No,No,78.6500015258789,75
Very Low,No,Yes,20,Yes,No,43.599998474121094,45
Very Low,No,Yes,26,No,No,60.18000030517578,43
Average,No,No,43,No,No,85.5199966430664,77
Average,Yes,Yes,26,Yes,No,65.9000015258789,77
Very Low,No,No,25,No,No,62.04999923706055,43
Very High,No,No,22,No,No,65.06999969482422,43
Fairly High,Yes,No,63,Yes,No,49.58000183105469,50
Average,No,Yes,47,Yes,No,54.22999954223633,76
Average,No,Yes,46,Yes,No,81.94999694824219,76
Very High,Yes,No,38,Yes,No,140.3699951171875,89
Fairly High,No,Yes,37,Yes,No,91.25,89
Fairly High,No,No,34,Yes,Yes,48.81999969482422,89
Very Low,No,Yes,23,No,No,42.31999969482422,5
Fairly Low,No,No,43,No,No,118.44999694824219,14
Average,No,No,52,Yes,No,128.72000122070312,14
Fairly Low,No,Yes,57,Yes,No,40.47999954223633,29
Average,No,No,44,Yes,No,52,29
Average,No,No,37,No,No,51.349998474121094,29
Very High,No,No,45,Yes,No,58.04999923706055,59
Average,No,Yes,49,No,No,58.099998474121094,59
Average,No,No,26,Yes,Yes,44.31999969482422,52
Average,Yes,Yes,32,No,No,50.619998931884766,59
Average,No,No,36,No,No,54.79999923706055,59
Fairly High,Yes,Yes,52,Yes,No,99.529998779296875,46
Fairly High,No,Yes,26,No,No,48.650001525878906,88
Very High,Yes,Yes,59,Yes,No,65.62000274658203,88
Fairly High,Yes,Yes,60,Yes,No,63.08000183105469,88
Very High,Yes,No,57,Yes,Yes,97.91999816894531,52
Average,No,Yes,69,Yes,No,57.06999969482422,52
Fairly Low,No,No,20,No,No,37.08000183105469,52
Fairly High,Yes,No,23,No,Yes,76.5199966430664,52
Fairly High,No,Yes,54,No,Yes,55,52
Fairly High,No,No,35,Yes,No,49.27000045776367,33
Fairly High,Yes,No,35,Yes,Yes,50.529998779296875,33
Average,Yes,Yes,25,No,Yes,89.3499984741211,14
Fairly Low,No,Yes,40,Yes,No,47.08000183105469,33
Average,Yes,Yes,72,Yes,No,58.97999954223633,33
Very High,Yes,No,53,Yes,No,61.279998779296875,33
Average,No,No,68,Yes,No,57.66999816894531,16
Fairly High,No,Yes,26,No,No,49.470001220703125,38
Average,No,No,73,Yes,No,70.220001220703125,17
Fairly High,No,Yes,46,Yes,No,45.02000045776367,17
Very High,No,Yes,51,Yes,No,100.12000274658203,17
Fairly High,No,No,43,No,No,83.16999816894531,17
Fairly Low,No,Yes,41,No,No,62.18000030517578,11
Average,Yes,No,24,No,No,41.849998474121094,11
Fairly High,No,No,54,Yes,Yes,47.349998474121094,11
Fairly High,Yes,Yes,41,Yes,Yes,60.16999816894531,11
Average,No,Yes,22,No,No,39.56999969482422,38
Average,No,No,49,No,No,78.91999816894531,92
Fairly High,Yes,No,33,Yes,No,34.119998931884766,45
Fairly High,Yes,No,41,Yes,No,66.58000183105469,45
Fairly High,Yes,Yes,38,Yes,No,63.099998474121094,45
Fairly High,No,Yes,NA,Yes,No,57.849998474121094,45
Very High,Yes,Yes,44,Yes,No,67.720001220703125,45
Average,Yes,No,42,Yes,No,62.43000030517578,69
Very High,Yes,Yes,36,Yes,Yes,57.599998474121094,47
Fairly Low,No,No,31,No,No,53.20000076293945,47
Very High,No,No,50,Yes,No,56.77000045776367,47
Very Low,No,Yes,54,No,No,54.75,47
Very Low,No,No,24,Yes,No,40.529998779296875,5
Very Low,No,No,19,No,No,41.470001220703125,5
Very High,Yes,No,38,Yes,No,64.62999725341797,5
Average,No,No,82,Yes,No,73.9000015258789,54
Average,No,No,48,Yes,No,62.470001220703125,54
Average,Yes,Yes,25,Yes,No,104.08000183105469,14
Average,No,Yes,24,Yes,No,41.220001220703125,103
Fairly High,No,Yes,43,Yes,No,22.1200008392334,103
Fairly High,Yes,Yes,54,Yes,No,53.58000183105469,24
Very High,Yes,No,26,Yes,No,63.900001525878906,24
Very High,Yes,No,52,Yes,No,83.05000305175781,24
Very High,Yes,No,84,No,No,81.62999725341797,92
Average,No,Yes,64,No,No,83.75,92
Fairly High,Yes,No,31,No,No,58.720001220703125,92
Fairly High,No,Yes,57,Yes,No,57.720001220703125,25
Fairly Low,Yes,No,35,No,No,81.470001220703125,24
Average,No,Yes,42,Yes,No,56.04999923706055,25
Fairly Low,No,Yes,39,No,No,55.369998931884766,24
Average,Yes,Yes,41,Yes,Yes,59.529998779296875,24
Fairly High,Yes,Yes,47,No,Yes,65.80000305175781,25
Fairly Low,Yes,No,27,Yes,Yes,40,32
Very Low,Yes,Yes,43,Yes,No,36.529998779296875,32
Average,Yes,No,29,No,No,39.68000030517578,32
Fairly Low,Yes,Yes,58,Yes,Yes,45.75,32
Average,Yes,Yes,49,No,Yes,61.45000076293945,32
Very Low,No,No,32,No,No,41.68000030517578,32
Very Low,No,No,39,No,No,41.04999923706055,32
Average,No,No,58,No,No,58.349998474121094,32
Fairly Low,No,Yes,33,No,No,49.81999969482422,75
Very High,Yes,No,27,No,No,87.80000305175781,75
Very High,Yes,No,27,No,No,54.08000183105469,11
Fairly High,Yes,No,48,Yes,No,50.099998474121094,11
Fairly Low,No,Yes,26,No,No,46.95000076293945,11
Very High,Yes,No,58,Yes,No,61.119998931884766,11
Fairly High,Yes,No,37,Yes,No,75.9000015258789,53
Average,No,Yes,53,Yes,No,65.56999969482422,53
Average,No,Yes,42,Yes,No,85.16999816894531,48
Average,No,No,28,No,No,77.720001220703125,48
Fairly Low,No,No,35,No,No,64.37999725341797,14
Fairly High,Yes,No,47,Yes,No,85,14
Average,Yes,Yes,37,No,No,181.72999572753906,14
Fairly Low,No,Yes,60,Yes,No,196.3300018310547,9
Average,No,Yes,51,Yes,No,45.56999969482422,9
Average,No,Yes,42,No,No,50.380001068115234,53
Fairly Low,No,Yes,58,Yes,No,49.16999816894531,12
Fairly Low,No,Yes,74,Yes,No,59.33000183105469,12
Fairly High,Yes,Yes,40,Yes,Yes,77.12999725341797,12
Average,No,No,30,Yes,No,63.349998474121094,66
Fairly Low,No,Yes,18,Yes,No,42.16999816894531,66
Very High,Yes,Yes,40,No,No,66.91999816894531,85
Average,No,Yes,96,Yes,No,103.16999816894531,85
Very High,No,No,79,No,No,59.099998474121094,103
Fairly High,Yes,Yes,50,Yes,Yes,98.43000030517578,77
Average,Yes,No,39,No,No,55.16999816894531,77
Fairly Low,Yes,Yes,48,Yes,No,56.70000076293945,1
Fairly Low,No,Yes,36,No,No,45.150001525878906,23
Fairly Low,Yes,Yes,36,Yes,No,48.18000030517578,23
Fairly Low,No,No,19,Yes,No,35.47999954223633,23
Fairly High,Yes,No,52,Yes,No,56.41999816894531,23
Average,No,No,73,Yes,No,42.650001525878906,83
Fairly High,Yes,Yes,43,Yes,Yes,66.91999816894531,83
Very High,Yes,Yes,48,Yes,Yes,55.93000030517578,83
Very High,Yes,Yes,78,Yes,No,92.37000274658203,83
Average,No,No,36,Yes,No,66.18000030517578,83
Average,No,Yes,73,Yes,No,60.47999954223633,104
Very High,No,Yes,NA,No,Yes,50.029998779296875,104
Fairly Low,No,Yes,50,No,No,56.20000076293945,104
Average,No,Yes,36,Yes,Yes,52.650001525878906,104
Very High,Yes,Yes,44,Yes,Yes,62.66999816894531,104
NA,Yes,Yes,35,Yes,No,58.779998779296875,104
Average,Yes,No,29,No,No,77.779998779296875,74
Very High,Yes,No,56,Yes,No,82.9800033569336,74
Fairly High,Yes,Yes,42,No,No,65.87999725341797,53
Fairly High,No,No,80,No,No,64.9000015258789,100
Fairly High,No,Yes,40,No,No,111.06999969482422,100
Fairly High,No,Yes,48,Yes,No,103.43000030517578,58
Fairly High,Yes,Yes,53,Yes,No,89.720001220703125,58
Fairly Low,No,No,25,Yes,No,61.79999923706055,58
Very Low,No,No,35,No,No,50.119998931884766,78
Average,No,No,74,Yes,No,68,1
Fairly High,Yes,No,30,No,No,74.0999984741211,83
Average,No,Yes,34,No,No,57.369998931884766,45
Fairly Low,No,Yes,33,Yes,No,64.5,45
Average,No,Yes,48,Yes,No,85.25,45
Fairly Low,No,Yes,25,No,No,45.650001525878906,52
Fairly High,Yes,No,30,No,No,46.33000183105469,52
Very High,Yes,No,27,Yes,Yes,72.6500015258789,6
Fairly High,Yes,No,27,No,Yes,64.08000183105469,52
Very Low,No,No,23,No,No,37.79999923706055,52
Average,No,No,46,Yes,No,72.62999725341797,66
Fairly High,Yes,Yes,42,Yes,No,62.650001525878906,77
Fairly Low,Yes,No,39,Yes,No,54.93000030517578,68
Very Low,No,Yes,64,No,No,45.099998474121094,68
Fairly High,No,No,34,No,No,61.83000183105469,68
Average,No,Yes,70,Yes,No,68.2300033569336,65
Fairly High,No,Yes,76,Yes,No,63.779998779296875,65
Fairly Low,No,No,50,Yes,No,36.06999969482422,29
Fairly Low,No,Yes,41,Yes,No,64.529998779296875,18
Very Low,Yes,Yes,25,No,No,54.54999923706055,18
Fairly High,No,Yes,29,Yes,No,56.02000045776367,30
Average,No,Yes,72,Yes,No,63.349998474121094,30
Very Low,No,Yes,62,No,No,71.19999694824219,30
Fairly Low,No,No,30,No,No,49.41999816894531,18
Fairly Low,No,Yes,19,No,No,58.56999969482422,18
Very High,Yes,No,45,Yes,Yes,71.9000015258789,18
Average,No,No,38,Yes,No,52.880001068115234,25
Fairly High,Yes,No,22,No,No,50.66999816894531,21
Fairly High,Yes,No,27,Yes,No,58.900001525878906,21
Average,No,Yes,58,Yes,No,50.25,21
Fairly High,Yes,No,31,Yes,No,50.5,21
Fairly High,No,No,37,Yes,Yes,156.02999877929688,82
Average,Yes,Yes,35,Yes,No,71.2699966430664,22
Average,No,No,37,Yes,No,56.72999954223633,79
Very High,No,No,57,Yes,No,73.62999725341797,38
Average,Yes,Yes,31,No,No,33.81999969482422,38
Fairly High,No,Yes,47,Yes,Yes,66.12999725341797,7
Fairly High,Yes,No,33,Yes,No,55,7
Average,Yes,Yes,42,Yes,No,59.599998474121094,7
Very High,Yes,No,64,No,No,69.18000030517578,7
Very High,Yes,Yes,50,Yes,Yes,76.18000030517578,7
Average,No,No,52,No,No,68,7
Very High,Yes,Yes,31,No,Yes,61.02000045776367,27
Very High,Yes,No,47,No,No,66.1500015258789,27
Very Low,No,Yes,95,No,No,89.9800033569336,77
Average,No,No,35,Yes,No,77.2300033569336,77
Fairly High,Yes,No,51,No,No,78.58000183105469,64
Very Low,No,No,36,No,No,57.81999969482422,64
Very High,Yes,No,57,Yes,No,89.83000183105469,64
Average,Yes,No,27,No,No,67.19999694824219,64
Fairly Low,No,No,45,No,No,49.77000045776367,64
Fairly High,No,Yes,43,Yes,No,88.33000183105469,48
Average,Yes,Yes,50,Yes,No,48.91999816894531,64
Fairly Low,No,Yes,18,Yes,No,46.08000183105469,57
Very High,No,No,44,Yes,No,78.81999969482422,57
Average,No,No,52,Yes,No,90.69999694824219,57
Very High,Yes,No,53,Yes,No,89.69999694824219,57
Fairly Low,No,Yes,40,No,No,48.45000076293945,64
Very High,Yes,Yes,53,Yes,Yes,92.720001220703125,64
Average,No,No,38,No,No,82.56999969482422,64
Fairly High,Yes,Yes,71,Yes,No,197.64999389648438,64
Very High,Yes,Yes,61,Yes,No,71.66999816894531,24
Very High,Yes,Yes,30,No,No,73.58000183105469,24
Fairly High,Yes,No,48,Yes,Yes,68.18000030517578,24
Fairly High,Yes,No,40,Yes,No,76.30000305175781,1
Fairly High,No,No,73,Yes,No,49.619998931884766,1
Fairly High,Yes,Yes,86,Yes,No,106.6500015258789,1
Fairly High,No,No,34,Yes,Yes,49.400001525878906,66
Average,No,No,41,Yes,No,50.650001525878906,68
Fairly High,No,Yes,69,No,No,89.33000183105469,68
Very High,Yes,Yes,46,Yes,No,80.25,26
Very High,Yes,No,33,No,Yes,110.5999984741211,14
Very Low,No,No,92,Yes,No,74.970001220703125,10
Very High,Yes,No,42,Yes,No,58.52000045776367,15
Fairly High,No,Yes,57,Yes,Yes,67.43000030517578,15
Very Low,No,Yes,81,Yes,No,54.400001525878906,10
Fairly High,No,Yes,24,No,No,58.45000076293945,10
Very Low,No,No,51,Yes,No,48.779998779296875,10
Fairly Low,No,Yes,18,Yes,No,49.720001220703125,10
Fairly Low,No,Yes,59,No,No,58.43000030517578,10
Fairly Low,No,Yes,44,No,No,66.7300033569336,15
Fairly High,Yes,No,43,Yes,No,47.83000183105469,30
Fairly High,Yes,Yes,53,Yes,Yes,48.529998779296875,30
Fairly Low,No,Yes,22,No,No,41.95000076293945,30
Fairly Low,Yes,No,38,Yes,No,42.68000030517578,30
Fairly High,Yes,No,76,Yes,No,51.91999816894531,8
Fairly High,Yes,No,55,Yes,No,74.58000183105469,8
Fairly High,Yes,Yes,49,Yes,No,91.41999816894531,8
Average,No,Yes,25,No,No,57.619998931884766,8
Average,No,No,37,Yes,No,47.91999816894531,8
Fairly High,Yes,Yes,42,Yes,Yes,49.880001068115234,8
Fairly Low,No,Yes,97,Yes,No,45.5,8
Fairly High,No,No,58,Yes,No,74.5999984741211,8
Fairly High,No,No,66,Yes,No,77,8
Average,No,No,56,Yes,No,104.5199966430664,58
Average,No,Yes,19,Yes,No,47.95000076293945,33
Fairly High,No,No,56,Yes,No,76.62000274658203,33
Average,Yes,Yes,48,Yes,Yes,58.130001068115234,33
Very Low,No,Yes,39,Yes,No,51.41999816894531,33
Average,No,No,28,Yes,No,65.81999969482422,33
Fairly High,Yes,Yes,46,Yes,No,56.29999923706055,33
Fairly High,No,No,33,Yes,Yes,76.62000274658203,33
